,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd_pledged,name,duration,avg_pledge,deadline_year,launched_year,deadline_month,launched_month,pred_usd_pledged
196980,Art,USD,2011-03-22 23:24:14,2000.0,2011-02-18 00:24:14,2166.0,successful,21,US,2166.0,1 NIGHT IN THE DREAMW8RLD,32,103.14285714285714,2011,2011,3,2,3533.566650390625
196987,Music,USD,2013-06-21 21:52:36,3000.0,2013-05-22 21:52:36,4846.0,successful,88,US,4846.0,ADRIAN DICKEY - BLESS THE SOUL - DEBUT ALBUM,30,55.06818181818182,2013,2013,6,5,1712.8455810546875
197047,Fashion,USD,2014-07-03 15:35:12,9000.0,2014-05-19 15:35:12,213.0,failed,4,US,213.0,FRE$H APPAREL INITIATIVE,45,53.25,2014,2014,7,5,4976.68310546875
197094,Design,EUR,2015-12-22 18:46:27,1000.0,2015-11-23 18:46:27,1962.0,successful,62,Other,2088.96743574,Pvin - wonderful PENCIL CASES,29,33.693023157096775,2015,2015,12,11,3930.618896484375
197128,Film & Video,USD,2013-06-09 07:59:00,10000.0,2013-05-09 23:59:30,10.0,failed,1,US,10.0,Cooking with Dru: dinner for 2 (Cooking show & Cookbook),30,10.0,2013,2013,6,5,5548.388671875
197188,Music,USD,2012-01-04 00:01:45,500.0,2011-12-05 00:01:45,50.0,failed,1,US,50.0,"""Michael's """"String Quartet"""" fund""",30,50.0,2012,2011,1,12,2498.06201171875
197249,Games,USD,2013-05-25 17:56:53,16000.0,2013-04-15 17:56:53,139088.0,successful,1485,US,139088.0,Dungeon Dice (Relaunch) - Collect Dice and Bash Monsters!,40,93.66195286195286,2013,2013,5,4,22146.45703125
197331,Fashion,USD,2015-08-13 16:09:34,15000.0,2015-07-14 16:09:34,0.0,failed,0,US,0.0,The Future Of Free Spirited Urban Wear,30,,2015,2015,8,7,7986.8349609375
197385,Food,USD,2015-01-03 04:00:00,3000.0,2014-12-08 00:57:32,3098.0,successful,76,US,3098.0,PhoFilled Food Truck,26,40.76315789473684,2015,2014,1,12,9026.388671875
197442,Theater,USD,2015-06-17 14:05:02,500.0,2015-05-28 14:05:02,610.0,successful,3,US,610.0,Montclair Shakespeare Series: A Midsummer Night's Dream,20,203.33333333333334,2015,2015,6,5,8930.2216796875
197521,Fashion,Other,2016-05-01 10:06:43,8000.0,2016-04-11 10:06:43,11004.0,successful,111,Other,8310.88951308,JEAN JACK // Transforming Rainwear,20,74.8728784962162,2016,2016,5,4,1344.13330078125
197540,Publishing,USD,2013-06-20 04:53:51,1500.0,2013-05-21 04:53:51,25.0,failed,1,US,25.0,The Indie of Asheville Is Back!,30,25.0,2013,2013,6,5,3045.46142578125
197562,Music,USD,2014-05-01 02:11:00,10000.0,2014-04-01 00:37:45,4825.0,failed,72,US,4825.0,"""6-song Blue-Eyed Soul EP titled, 'Sassy' by Kate Schettler""",30,67.01388888888889,2014,2014,5,4,2398.6630859375
197578,Publishing,USD,2012-04-02 00:03:31,20000.0,2012-03-03 00:03:31,0.0,failed,0,US,0.0,A Diva's Guide to Every Day Etiquette,30,,2012,2012,4,3,8909.705078125
197632,Publishing,GBP,2015-08-01 00:59:00,500.0,2015-07-01 06:04:27,42.0,failed,4,GB,66.06110658,The Writings of The Moon: A New Beginning Collection,30,16.515276645,2015,2015,8,7,1503.496337890625
197705,Photography,USD,2014-11-30 05:59:00,20000.0,2014-10-24 18:15:56,5428.0,failed,50,US,5428.0,Bosom Buddies,36,108.56,2014,2014,11,10,5572.19140625
197823,Music,USD,2014-11-13 06:59:00,5500.0,2014-10-15 01:44:47,630.0,failed,10,US,630.0,Redemption Song - What a God Project,29,63.0,2014,2014,11,10,2278.203369140625
197914,Technology,USD,2015-03-28 03:25:33,10000.0,2015-02-11 04:25:33,140146.0,successful,1151,US,140146.0,PLAYBULB garden - Smart Color LED Solar Garden Light,44,121.76020851433536,2015,2015,3,2,8488.7890625
197934,Technology,GBP,2015-09-01 14:40:00,1000.0,2015-07-13 16:42:44,0.0,failed,0,GB,0.0,Million Dollar Gif Gallery,49,,2015,2015,9,7,58037.9921875
198035,Games,USD,2012-05-08 05:00:00,5000.0,2012-04-23 18:36:27,120.0,failed,9,US,120.0,constFLUX: Some Things Always Change,14,13.333333333333334,2012,2012,5,4,4528.2734375
198070,Design,USD,2014-08-14 05:50:00,7000.0,2014-07-01 03:59:33,274794.0,successful,4614,US,274794.0,Tool Pen - Makes Everything Beautiful,44,59.556566970091026,2014,2014,8,7,34122.5234375
198088,Technology,USD,2014-12-01 04:56:41,2000.0,2014-10-18 04:56:41,3413.0,successful,64,US,3413.0,Clamp Champion - iPad Tablet Holder/Mount,44,53.328125,2014,2014,12,10,8369.1376953125
198133,Publishing,USD,2015-02-27 03:24:07,1300.0,2015-01-28 03:24:07,1.0,failed,1,US,1.0,Framers Intent (US Constitution),30,1.0,2015,2015,2,1,2023.1500244140625
198175,Film & Video,USD,2015-04-29 18:45:57,3500.0,2015-03-30 18:45:57,10.0,failed,1,US,10.0,What Should This Space Be?,30,10.0,2015,2015,4,3,19336.517578125
198178,Film & Video,USD,2011-08-27 15:03:06,1200000.0,2011-06-28 15:03:06,4374.88,failed,33,US,4374.88,Molecules of Madness: The Story of Our Descent to Insanity,60,132.5721212121212,2011,2011,8,6,12306.1572265625
198207,Games,USD,2012-02-08 06:00:00,15000.0,2012-01-14 16:52:45,31085.08,successful,1313,US,31085.08,"""For The Win! - Zombies, Pirates, Ninjas, Aliens, and Monkeys""",24,23.674851485148515,2012,2012,2,1,31566.259765625
198219,Theater,USD,2013-07-18 22:29:55,9500.0,2013-06-18 22:29:55,2695.0,failed,31,US,2695.0,My new musical soundtrack,30,86.93548387096774,2013,2013,7,6,5140.10302734375
198233,Theater,USD,2014-08-17 02:00:00,24488.0,2014-07-12 23:48:10,1722.0,failed,21,US,1722.0,HOPSCOTCH! The Musical,35,82.0,2014,2014,8,7,2829.57763671875
198314,Music,USD,2013-08-01 17:58:09,8000.0,2013-07-02 17:58:09,1.0,failed,1,US,1.0,RockU-Songs/DVD & Fun for Families with Special Needs Kids!,30,1.0,2013,2013,8,7,1111.4068603515625
198350,Music,USD,2016-10-01 19:22:04,4000.0,2016-09-01 19:22:04,5624.0,successful,103,US,1921.0,The Battle of Greenland,30,18.650485436893202,2016,2016,10,9,2522.98046875
198426,Food,USD,2015-02-07 20:51:04,15000.0,2015-01-08 20:51:04,1.0,failed,1,US,1.0,JJ's Fresh Fit Kitchen,30,1.0,2015,2015,2,1,5522.18994140625
198450,Film & Video,USD,2016-10-05 03:23:00,1500.0,2016-09-05 03:28:38,1538.0,successful,29,US,0.0,"""Sea Offs present """"Unfound""""""",29,0.0,2016,2016,10,9,8172.85302734375
198530,Food,Other,2014-07-23 20:22:58,25.0,2014-07-08 20:22:58,0.0,failed,0,Other,0.0,Help me raise cash to experiment with a new recipe,15,,2014,2014,7,7,124.01885986328125
198559,Publishing,GBP,2016-01-20 16:19:45,500.0,2015-12-21 16:19:45,676.0,successful,31,GB,1009.1419936,The Art of Deduction - Sherlock Holmes Fan Art And Stories,30,32.55296753548387,2016,2015,1,12,1735.265380859375
198638,Theater,USD,2014-03-20 17:03:56,750.0,2014-02-18 18:03:56,780.0,successful,19,US,780.0,Squalid Gold Goes to Chicago,29,41.05263157894737,2014,2014,3,2,2327.3544921875
198642,Film & Video,USD,2009-09-10 17:16:00,300.0,2009-08-13 18:41:33,323.0,successful,16,US,323.0,Fly the Kebab #5!,27,20.1875,2009,2009,9,8,4026.154052734375
198647,Music,USD,2015-12-27 01:00:00,3000.0,2015-11-24 15:36:29,3108.0,successful,53,US,3108.0,FUTURE STUFF EP,32,58.64150943396226,2015,2015,12,11,26918.052734375
198920,Publishing,USD,2012-06-05 18:01:00,4800.0,2012-05-24 23:36:55,926.0,failed,31,US,926.0,The Web of Truth,11,29.870967741935484,2012,2012,6,5,970.158447265625
199379,Games,GBP,2013-12-24 17:59:56,35000.0,2013-11-09 17:59:56,119327.0,successful,982,GB,192062.05092165,Games & Gears Battle Boards,45,195.58253658009164,2013,2013,12,11,439233.0
199408,Art,USD,2014-08-08 23:18:52,2105.0,2014-07-09 23:18:52,2159.0,successful,34,US,2159.0,DippyDyes Grows to be Awesome!,30,63.5,2014,2014,8,7,2327.076904296875
199493,Film & Video,USD,2016-01-05 01:00:00,150000.0,2015-11-13 03:01:39,0.0,failed,0,US,0.0,NYPD Internal Affairs bureau (IAB)(pilot) tv drama,52,,2016,2015,1,11,11895.986328125
199527,Publishing,USD,2015-07-23 19:41:41,15000.0,2015-06-23 19:41:41,51.0,failed,2,US,51.0,Reverse Engineering Book Series,30,25.5,2015,2015,7,6,660.1950073242188
199556,Film & Video,USD,2011-02-20 01:53:05,5760.0,2010-12-17 01:53:05,999.0,failed,31,US,999.0,"""""""Eugenia"""" -  Stop Motion Short film""",65,32.225806451612904,2011,2010,2,12,1821.041748046875
199698,Music,USD,2014-08-29 13:39:51,50000.0,2014-07-30 13:39:51,201.0,failed,2,US,201.0,The Chelten Theater Performing Arts Project.,30,100.5,2014,2014,8,7,3470.084228515625
199706,Other,USD,2016-09-28 19:15:19,1000.0,2016-08-29 19:15:19,1.0,failed,1,US,0.0,Hand Made Custom Crochet,30,0.0,2016,2016,9,8,1131.7216796875
199838,Film & Video,GBP,2015-09-02 14:53:07,7500.0,2015-08-03 14:53:07,12560.0,successful,190,GB,19621.0757536,Hardcore Underground Present: Blu The Roof (HTID USA),30,103.26881975578947,2015,2015,9,8,10443.359375
199864,Film & Video,USD,2010-09-01 05:59:00,800.0,2010-07-06 21:59:59,1245.0,successful,16,US,1245.0,"""Threads of Hope: A Documentary About the Lives of Underclass Women in Kolkata, India""",56,77.8125,2010,2010,9,7,2928.592529296875
199904,Food,USD,2013-01-09 01:09:09,22400.0,2012-12-10 01:09:09,10729.0,failed,129,US,10729.0,"""Brew Revolution, El Salvador's First Craft Beer Brewery""",30,83.17054263565892,2013,2012,1,12,12477.46875
199955,Food,USD,2016-06-26 05:00:00,59000.0,2016-05-18 00:16:13,27047.0,failed,137,US,27047.0,May Kaidee’s Thai Vegan Cuisine: On Tour in America,39,197.42335766423358,2016,2016,6,5,4610.333984375
200050,Theater,USD,2016-06-01 05:55:00,10000.0,2016-05-07 14:15:50,11823.0,successful,187,US,11823.0,Paperhand Puppet Intervention: The Beautiful Beast,24,63.224598930481285,2016,2016,6,5,4292.06640625
200091,Publishing,USD,2013-08-09 19:20:43,5000.0,2013-06-25 19:20:43,26.24,failed,2,US,26.24,"""""""Strategically Placed Words"""" Poetry and Photography.""",45,13.12,2013,2013,8,6,9658.0634765625
200115,Games,USD,2016-09-02 06:01:00,4678.0,2016-08-16 18:33:16,627.0,failed,17,US,441.0,Tabletop Cartographer: Large Scale Fantasy Maps,16,25.941176470588236,2016,2016,9,8,30062.6796875
200157,Other,USD,2015-12-19 16:22:36,5000.0,2015-11-19 16:22:36,0.0,failed,0,US,0.0,"""CUSTOM PRINTED CLOTHES, DECALS AND BATTING CAGES.""",30,,2015,2015,12,11,567.1319580078125
200196,Film & Video,USD,2013-10-22 05:59:00,8888.0,2013-09-30 18:40:01,61.0,failed,3,US,61.0,Sideways Mohawk vs This Guy ( Comic eBook & Cartoon Movie ),21,20.333333333333332,2013,2013,10,9,3492.6103515625
200234,Film & Video,USD,2012-11-25 20:20:40,1000.0,2012-10-26 20:20:40,0.0,failed,0,US,0.0,Cell Dependent - A Short Science Fiction Film,30,,2012,2012,11,10,3957.04833984375
200405,Technology,USD,2010-08-02 05:59:00,1890.0,2010-07-07 17:35:32,1915.0,successful,37,US,1915.0,@party: Keep the demoscene spirit alive in North America!,25,51.75675675675676,2010,2010,8,7,4384.951171875
200417,Music,USD,2012-10-19 16:24:00,8000.0,2012-09-19 16:24:00,10761.0,successful,211,US,10761.0,Megan Jean & the Klay Family Album,30,51.0,2012,2012,10,9,3372.76318359375
200449,Technology,USD,2013-12-06 21:00:00,1500.0,2013-11-03 22:18:05,251.0,failed,9,US,251.0,Solid State FJ60/FJ62 Instrument Voltage Regulator,32,27.88888888888889,2013,2013,12,11,17411.697265625
200473,Music,USD,2010-09-26 08:26:22,7500.0,2010-08-27 08:26:22,10387.0,successful,135,US,10387.0,Rhino Bucket - New Album Project,30,76.94074074074074,2010,2010,9,8,4463.220703125
200534,Other,USD,2015-08-14 01:07:02,1000.0,2015-07-15 01:07:02,1000.0,successful,1,US,1000.0,Whipps LAVISH,30,1000.0,2015,2015,8,7,931.572998046875
200567,Music,USD,2013-01-04 12:01:00,200.0,2012-11-06 01:45:25,60.0,failed,6,US,60.0,Studio Album,59,10.0,2013,2012,1,11,4692.8427734375
200625,Fashion,USD,2012-07-22 07:47:46,4000.0,2012-06-22 07:47:46,35.0,failed,1,US,35.0,Americans - One Nation United - T-Shirt,30,35.0,2012,2012,7,6,1682.644775390625
200633,Design,USD,2015-06-06 20:36:37,45000.0,2015-05-07 20:36:37,1830.0,failed,7,US,1830.0,DyCo Cooler Wheels - custom wheels for Yeti coolers,30,261.42857142857144,2015,2015,6,5,4179.1298828125
200812,Film & Video,USD,2013-08-27 22:39:47,3000.0,2013-06-28 22:39:47,146.0,failed,6,US,146.0,Finding the Men in Black,60,24.333333333333332,2013,2013,8,6,3076.747802734375
200877,Music,USD,2013-06-04 03:13:30,8000.0,2013-04-05 03:13:30,9245.0,successful,198,US,9245.0,MAGPIE'S 40th Anniversary CD,60,46.69191919191919,2013,2013,6,4,2077.00927734375
200972,Fashion,USD,2015-05-08 22:31:23,15000.0,2015-04-08 22:31:23,0.0,failed,0,US,0.0,A for veterans by veterans: See the world through our eyes,30,,2015,2015,5,4,1610.069091796875
200976,Film & Video,USD,2011-07-12 03:00:00,1000.0,2011-06-21 20:40:02,1040.0,successful,8,US,1040.0,Generosity: Short Film,20,130.0,2011,2011,7,6,3680.83447265625
201036,Music,USD,2016-11-20 18:29:40,5000.0,2016-10-11 18:29:40,5368.0,successful,57,US,2853.0,Oceans of Vows: Alex Cline's Flower Garland Orchestra,40,50.05263157894737,2016,2016,11,10,6954.517578125
201119,Publishing,USD,2016-11-19 06:45:16,5700.0,2016-10-20 06:45:16,651.0,failed,8,US,0.0,Rachel's Little Book of Thank You's,30,0.0,2016,2016,11,10,4250.69140625
201185,Film & Video,USD,2014-08-12 05:59:00,175000.0,2014-07-08 03:35:14,28174.0,failed,226,US,28174.0,The Santa Hat - A Holiday Movie & Community Event,35,124.66371681415929,2014,2014,8,7,4213.00244140625
201242,Food,USD,2016-09-16 21:24:30,100000.0,2016-08-17 21:24:30,1.0,failed,1,US,0.0,Fat boys diner,30,0.0,2016,2016,9,8,2760.554443359375
201379,Food,USD,2015-11-22 23:00:00,150000.0,2015-10-23 20:58:51,0.0,failed,0,US,0.0,Casa de Manabi,30,,2015,2015,11,10,4311.72998046875
201511,Games,USD,2016-01-17 17:33:26,6000.0,2015-12-18 17:33:26,6869.0,successful,443,US,6869.0,Slipstream,30,15.505643340857787,2016,2015,1,12,3173.362060546875
201545,Music,USD,2014-02-01 17:23:50,2000.0,2013-12-03 17:23:50,2112.0,successful,47,US,2112.0,Kisser- All female tribute Kiss band,60,44.93617021276596,2014,2013,2,12,3037.298583984375
201562,Film & Video,USD,2013-11-09 03:19:38,7450.0,2013-10-10 03:19:38,280.0,failed,10,US,280.0,"""""""BRODERS"""" - A dream between BRAZIL, U.S.A, and you.""",30,28.0,2013,2013,11,10,3527.068359375
201627,Music,USD,2016-08-28 17:56:16,150.0,2016-07-29 17:56:16,50.0,failed,2,US,0.0,Zero Gravity (Music Album),30,0.0,2016,2016,8,7,1384.4920654296875
201704,Theater,GBP,2015-12-10 17:51:01,5000.0,2015-11-10 17:51:01,5105.0,successful,34,GB,7693.62925915,Darktales The Play,30,226.28321350441175,2015,2015,12,11,6707.033203125
201878,Film & Video,USD,2015-04-21 20:16:59,7000.0,2015-03-22 19:16:59,0.0,failed,0,US,0.0,Glass Tower Films,30,,2015,2015,4,3,5688.04052734375
201958,Games,GBP,2016-07-31 20:00:00,1000.0,2016-07-01 12:59:18,6713.0,successful,104,GB,3480.95197164,Dark Dwarves,30,33.470692035,2016,2016,7,7,141271.78125
202017,Photography,USD,2012-08-09 16:47:26,20000.0,2012-07-10 16:47:26,20.0,failed,2,US,20.0,Abandonia--A Portrait of How America Was Forgotten,30,10.0,2012,2012,8,7,18031.99609375
202018,Fashion,GBP,2015-07-12 13:38:17,5000.0,2015-06-12 13:38:17,3398.0,failed,63,GB,5264.95196058,Retro Swimwear - Swim with Sharks from Kiss Me Deadly,30,83.57066604095237,2015,2015,7,6,1453.715087890625
202037,Theater,USD,2013-01-19 21:10:48,2000.0,2013-01-03 21:10:48,2025.0,successful,39,US,2025.0,"""Novaya Zemlya, or A Strange, New Land""",16,51.92307692307692,2013,2013,1,1,3387.954833984375
202062,Film & Video,USD,2012-07-13 21:50:49,2000.0,2012-06-13 21:50:49,2000.0,successful,23,US,2000.0,UNTITLED SYMPHONY,30,86.95652173913044,2012,2012,7,6,4720.283203125
202086,Other,USD,2011-11-09 02:01:12,500.0,2011-10-10 02:01:12,500.0,successful,11,US,500.0,ASU Transition Project: DUCK & COVER,30,45.45454545454545,2011,2011,11,10,1436.394287109375
202151,Film & Video,USD,2016-10-16 02:56:48,30000.0,2016-08-17 02:56:48,0.0,failed,0,US,0.0,Lowcountry Conspiracy,60,,2016,2016,10,8,2061.05322265625
202179,Design,USD,2011-08-29 03:27:32,20000.0,2011-07-15 03:27:32,36744.0,successful,113,US,36744.0,Botanist Minimal - A Modern Bench,45,325.16814159292034,2011,2011,8,7,36090.46875
202191,Food,USD,2015-07-27 22:38:36,7000.0,2015-06-17 22:38:36,2137.0,failed,28,US,2137.0,Stout Spice Co. - Fresh Organic Spices,40,76.32142857142857,2015,2015,7,6,6195.287109375
202337,Music,USD,2016-11-30 09:05:54,12000.0,2016-10-31 08:05:54,28501.66,successful,329,US,6471.0,Tub Ring 'Best Of' Vinyl LP and New Digital EP,30,19.66869300911854,2016,2016,11,10,3412.906005859375
202443,Games,CAD,2016-08-05 16:48:23,54583.0,2016-07-06 16:48:23,240.0,failed,3,CA,0.0,Starship Protector,30,0.0,2016,2016,8,7,17934.12890625
202451,Food,CAD,2014-12-21 02:00:00,5000.0,2014-11-26 17:22:55,8169.0,successful,96,CA,7238.45981565,"""Making Every Genre Delicious with Cake, Chocolate & Sweets""",24,75.40062307968749,2014,2014,12,11,2798.73046875
202458,Games,CAD,2016-06-20 20:23:55,5500.0,2016-04-21 20:23:55,214.0,failed,8,CA,168.418535,Trumpman: The video game. Make the world Trumpman again!,60,21.052316875,2016,2016,6,4,11632.75390625
202546,Games,USD,2012-02-27 17:17:03,8500.0,2012-01-28 17:17:03,11992.0,successful,207,US,11992.0,Police Precinct,30,57.932367149758456,2012,2012,2,1,16029.6982421875
202631,Design,USD,2015-05-11 19:12:40,4500.0,2015-03-27 18:12:40,106.0,failed,8,US,106.0,Keurig™ standard K-cup™ Pre Punch,45,13.25,2015,2015,5,3,12264.115234375
202660,Music,USD,2013-08-13 20:37:00,4000.0,2013-07-14 20:37:00,267.0,failed,9,US,267.0,PIMPS HOES AND FASHION SHOWS!- PLEASE FUND MY MUSIC VIDEO,30,29.666666666666668,2013,2013,8,7,545.5164184570312
202663,Music,USD,2012-07-28 01:00:00,1000.0,2012-06-29 06:41:26,120.0,failed,7,US,120.0,Elena's New Singles and First Music Videos!,28,17.142857142857142,2012,2012,7,6,5241.578125
202755,Comics,USD,2010-07-12 02:50:00,8000.0,2010-04-13 04:53:36,607.0,failed,17,US,607.0,Black Label Comics #1,89,35.705882352941174,2010,2010,7,4,16128.3369140625
202769,Food,USD,2014-01-19 21:10:00,2500.0,2013-12-20 21:15:17,507.0,failed,19,US,507.0,PeaceFULL Foods: Vegan & Vegetarian Cooking Show!,29,26.68421052631579,2014,2013,1,12,2610.904541015625
202795,Publishing,USD,2012-04-28 21:49:03,4500.0,2012-03-29 21:49:03,15.0,failed,1,US,15.0,Options Pricing Simplified,30,15.0,2012,2012,4,3,2299.349853515625
202891,Technology,USD,2014-10-18 07:29:02,30000.0,2014-09-18 07:29:02,1551.0,failed,7,US,1551.0,Artifex 2: Professional-Grade Consumer 3D Printer,30,221.57142857142858,2014,2014,10,9,91515.7890625
202963,Technology,USD,2015-03-12 19:59:00,30000.0,2015-01-13 17:57:23,0.0,failed,0,US,0.0,Gibiru - Uncensored Anonymous Search Engine,58,,2015,2015,3,1,4220.2275390625
202991,Design,USD,2015-06-20 07:59:00,50000.0,2015-05-19 15:00:54,143943.0,successful,331,US,143943.0,A classic leather satchel built to last a lifetime.,31,434.87311178247734,2015,2015,6,5,18387.205078125
202996,Design,USD,2014-09-19 01:20:34,1500.0,2014-08-20 01:20:34,2131.0,successful,37,US,2131.0,"""""""No sir, officer, I am not drunk.""""""",30,57.5945945945946,2014,2014,9,8,7157.52880859375
203009,Design,GBP,2013-02-16 10:19:56,5000.0,2013-01-17 10:19:56,6310.36,successful,298,GB,10138.802089458,Tronic - The Thin Flexible Carbon Fibre card wallet,30,34.02282580355034,2013,2013,2,1,16709.66796875
203068,Publishing,USD,2012-04-16 09:00:00,5000.0,2012-03-16 23:03:17,6153.0,successful,233,US,6153.0,Scheherazade's Facade - Fantasy Anthology,30,26.40772532188841,2012,2012,4,3,7667.4013671875
203112,Publishing,USD,2016-05-05 20:48:55,15000.0,2016-04-05 20:48:55,144.0,failed,10,US,144.0,Tackle Reading educational book donated to Title I schools,30,14.4,2016,2016,5,4,2277.477294921875
203113,Music,USD,2014-04-07 08:59:00,3500.0,2014-03-10 22:34:35,290.0,failed,8,US,290.0,"""""""Oh Sarah"""" Music Video & Short Film""",27,36.25,2014,2014,4,3,5763.416015625
203116,Design,GBP,2014-04-30 12:31:05,75000.0,2014-03-26 11:31:05,75554.0,successful,453,GB,124654.5575298,"""Double O - A simple, safe, secure bike light""",35,275.1756236860927,2014,2014,4,3,14660.3154296875
203157,Art,GBP,2016-01-14 18:07:20,300.0,2015-12-15 18:07:20,45.0,failed,2,GB,68.36152635,Fabric Universe - Everything You Imagine is Possible!,30,34.180763175,2016,2015,1,12,-74.24079895019531
203253,Photography,USD,2011-02-13 09:08:02,25.0,2011-02-03 09:08:02,25.0,successful,6,US,25.0,Keep inacentaurdump public!,10,4.166666666666667,2011,2011,2,2,922.3804321289062
203285,Film & Video,USD,2011-10-28 07:00:00,12000.0,2011-09-11 05:55:58,12586.0,successful,207,US,12586.0,Whole Hearted Productions Presents... FRIGID,47,60.80193236714976,2011,2011,10,9,5505.73681640625
203306,Fashion,USD,2014-09-06 04:00:00,6000.0,2014-07-21 22:38:50,40.0,failed,2,US,40.0,We need Nona's New To You Thrift Shop in S Bethlehem PA!,46,20.0,2014,2014,9,7,3420.84912109375
203370,Art,USD,2013-02-12 04:16:55,35000.0,2013-01-13 04:16:55,4171.0,failed,20,US,4171.0,Let's Push Boundaries,30,208.55,2013,2013,2,1,1554.64404296875
203379,Design,EUR,2015-07-24 18:00:00,200000.0,2015-06-24 06:12:34,20046.0,failed,170,Other,22619.81859852,Twin Space,30,133.05775646188235,2015,2015,7,6,7438.45458984375
203563,Film & Video,USD,2014-05-30 23:39:32,400000.0,2014-04-30 23:39:32,85.0,failed,1,US,85.0,LIVE Excavation for the Lost Apple Lisa Microcomputers,30,85.0,2014,2014,5,4,5474.75439453125
203591,Design,Other,2015-02-26 18:34:20,80000.0,2015-01-27 18:34:20,2525.0,failed,11,Other,378.82350275,DesignFay Democratic Luxury - a crowdsourced jewellery shop,30,34.43850025,2015,2015,2,1,9145.8916015625
